text,label
"Leider bin ich heute krankheitsbedingt nicht im Büro. Sobald ich wieder arbeitsfähig bin, kümmere ich mich um Ihr Anliegen. Für dringende Fälle ist mein Team unter team.support@firma.de erreichbar.",out_of_office
"Wegen einer Geschäftsreise bin ich vom 18.05. bis 22.05.2024 unterwegs. Mein E-Mail-Zugang ist dabei limitiert. In dringenden Fällen kontaktieren Sie bitte Herrn Fischer unter +49 123 45678.",out_of_office
"Bitte beachten Sie, dass ich am 25.04. und 26.04.2024 an einer Fortbildung teilnehme. Ab dem 29.04. bin ich wieder wie gewohnt erreichbar. Meine Vertretung übernimmt Frau Keller (keller@firma.com).",out_of_office
"Derzeit befinde ich mich in Elternzeit, voraussichtlich bis August 2025. Ihre E-Mail wird nicht gelesen. Mein Kollege Herr Bauer (bauer@firma.de) übernimmt meine Aufgaben.",out_of_office
"Unser Büro nutzt heute, am 10.05.2024, den Brückentag und ist daher geschlossen. Ihre E-Mail bearbeiten wir gerne ab Montag, den 13.05.2024.",out_of_office
"Im Rahmen meines Sabbaticals bin ich bis zum 31.10.2024 nicht erreichbar. Operative Anfragen richten Sie bitte an Herrn Schulze (schulze@firma.de), strategische Themen an Frau Berger (berger@firma.de).",out_of_office
"Am Vormittag des 17.04.2024 bin ich bei einem externen Termin. Ab ca. 13 Uhr bearbeite ich meine E-Mails wieder. In dringenden Fällen bin ich mobil erreichbar.",out_of_office
"Bis zum 03.05.2024 bin ich im Urlaub. Der Zugang zu meinen E-Mails ist stark eingeschränkt, Antworten können dauern. Für sofortige Hilfe wenden Sie sich bitte an support@firma.de.",out_of_office
"Aktuell arbeite ich im Homeoffice und bin telefonisch nur schwer zu erreichen. Ihre E-Mail beantworte ich aber schnellstmöglich. Nächste Woche bin ich wieder im Büro.",out_of_office
"Ich bin bis auf Weiteres krankgeschrieben. Bitte wenden Sie sich mit Ihrem Anliegen an meine Kollegin Frau Wolf (wolf@firma.de) oder unsere zentrale Adresse info@firma.de. Danke.",out_of_office
"Vom 05.06. bis 07.06.2024 nehme ich an der Konferenz 'Innovate 2024' teil und habe keinen Zugriff auf E-Mails. Ab dem 10.06. bearbeite ich Ihre Nachricht. Dringend? Frau Ziegler (ziegler@firma.de) hilft.",out_of_office
"Am 29. und 30. April bin ich nicht im Büro. Ihre Mail wird nicht weitergeleitet. Herr Klein (klein@firma.de, +49 987 65432) ist Ihr Ansprechpartner in dringenden Fällen.",out_of_office
"Ich mache Weihnachtsurlaub vom 20.12.2024 bis 06.01.2025. In dieser Zeit lese ich keine Mails. Ab dem 07.01.2025 bin ich wieder für Sie da. Frohe Feiertage!",out_of_office
"Wegen meiner Mitarbeit an einem internen Projekt ist meine E-Mail-Erreichbarkeit derzeit eingeschränkt. Bitte haben Sie Verständnis für verzögerte Antworten. Projekt X Anfragen bitte an projekt-x@firma.de.",out_of_office
"Hinweis zu meiner Erreichbarkeit: Ich arbeite in Teilzeit (Mo, Di, Do). An meinen freien Tagen lese ich keine E-Mails und antworte an meinem nächsten Arbeitstag.",out_of_office
"Wir sind vom 01.07. bis 05.07.2024 auf einem Team-Offsite. Der E-Mail-Zugang ist dabei nicht regelmäßig gewährleistet. Bei technischen Problemen kontaktieren Sie bitte den IT-Helpdesk.",out_of_office
"Heute bin ich wegen eines Arzttermins nicht im Büro. Morgen, am 19.04.2024, bin ich wieder für Sie da und bearbeite dann Ihre Mail.",out_of_office
"Ich baue bis Jahresende meinen Resturlaub ab und bin erst am 08.01.2025 wieder im Büro. Bis dahin erfolgt keine Bearbeitung meiner E-Mails. Kontaktieren Sie bitte zentrale@firma.de.",out_of_office
"Ich befinde mich in der Freistellungsphase meiner Altersteilzeit. Mein Nachfolger Herr Lang (lang@firma.de) ist ab sofort Ihr Ansprechpartner.",out_of_office
"Bis zum 26.04.2024 bin ich im Urlaub. Frau Sommer (sommer@firma.de) vertritt mich. Bei IT-Fragen hilft Ihnen it-support@firma.de direkt weiter.",out_of_office
"Feiertagsbedingt ist unser Büro heute geschlossen. Ihre Anfrage bearbeiten wir gerne wieder ab dem nächsten Werktag.",out_of_office
"Sie erreichen mich vom 13.05. bis 17.05.2024 auf unserem Messestand. Ich prüfe meine Mails abends. Dringende Bestellungen bitte direkt an sales@firma.de senden.",out_of_office
"Krankheitsbedingt falle ich bis voraussichtlich 30.04.2024 aus. Meine Kollegin Frau Richter (richter@firma.de) kümmert sich um dringende Angelegenheiten.",out_of_office
"Ich bin bis zum 10.05.2024 nicht im Haus. E-Mails werden nicht weitergeleitet. Wenden Sie sich bei Bedarf bitte an meine Assistenz, Frau Horn (horn@firma.de).",out_of_office
"Heute nehme ich an einem externen Workshop teil. Ich lese Ihre Mail morgen früh. In Notfällen erreichen Sie das Team unter team-alpha@firma.de.",out_of_office
"Bis zum 19.04.2024 befinde ich mich im Urlaub. Eingehende Presseanfragen richten Sie bitte direkt an presse@firma.de.",out_of_office
"Mein diesjähriger Sommerurlaub ist vom 22.07. bis 09.08.2024. Währenddessen werden keine E-Mails bearbeitet. Mein Kollege Herr Jordan (jordan@firma.de) vertritt mich.",out_of_office
"In dieser Woche (KW 17) bin ich nur eingeschränkt per E-Mail zu erreichen. Ich melde mich sobald wie möglich. Supportanfragen stellen Sie bitte über unser Ticketsystem.",out_of_office
"Am 24.05.2024 bin ich auf einer internen Schulung. Ihre Nachricht wird am darauffolgenden Arbeitstag, dem 27.05., bearbeitet.",out_of_office
"Als Elternzeitvertretung für Frau Musterfrau bearbeite ich Ihre Anfrage gerne oder leite sie entsprechend weiter.",out_of_office
"Während meines unbezahlten Urlaubs vom 01.08. bis 31.08.2024 habe ich keinen Zugriff auf meine Firmen-E-Mails. Bitte kontaktieren Sie in dieser Zeit info@firma.de.",out_of_office
"Ich bin heute außer Haus. Sollte Ihr Anliegen sehr dringend sein, vermerken Sie dies bitte mit [DRINGEND] im Betreff.",out_of_office
"Bis einschließlich 22.04.2024 bin ich im Kurzurlaub. Ich lese Ihre E-Mail danach, eine sofortige Beantwortung ist aber nicht garantiert.",out_of_office
"Nach meiner Teilnahme am Firmenlauf bin ich für heute nicht mehr erreichbar. Morgen früh im Büro kümmere ich mich um Ihre Nachricht.",out_of_office
"Wegen eines Trauerfalls in der Familie bin ich aktuell nicht im Dienst. Bitte haben Sie Verständnis. Meine Teamleitung, Herr Gross (gross@firma.de), hilft Ihnen weiter.",out_of_office
"Auf einer Kundenveranstaltung bin ich bis Ende der Woche unterwegs. Dringende Themen? Sie erreichen mich mobil unter 0170-1234567.",out_of_office
"Unser Betrieb ist am 15. und 16. Mai 2024 wegen Inventur geschlossen. E-Mails können in dieser Zeit nicht bearbeitet werden.",out_of_office
"Im Rahmen einer Bildungsreise vom 03.06. bis 07.06.2024 habe ich keinen E-Mail-Zugang. Anfragen zu Projekt 'Omega' richten Sie bitte an omega-team@firma.de.",out_of_office
"Bis zum 25.04.2024 bin ich abwesend. Ihre E-Mail wird vertraulich behandelt und nach meiner Rückkehr beantwortet, eine Weiterleitung erfolgt nicht.",out_of_office
